IDtopic	ObsID	Taxon	Country	Mention	Topic	IDportrayal	Portrayal	Sentiment
28298	2352	vulture	United Kingdom	The tragic death of this Griffon Vulture continues to highlight the need to tackle the issue across the whole region as vultures know no borders - something we are addressing with our Balkan Anti-Poisoning Project. VULTURE populations in the Balkans are very depleted and fragmented, when compared with populations in western Europe.	Threats	36298	Vulnerable	-0.941
28296	11690	pangolin	Vietnam	Pangolin scales that were seized from Customs and were taken by the National Parks Board are pictured in Singapore April 4, 2019. Photo: ReutersSINGAPORE – Singapore has seized 12.9 tonnes of PANGOLIN scales found in a shipping container destined for Vietnam, the biggest seizure of its kind globally in five years, authorities said on Thursday.	Exploitation	36296	Victim	0.527
28294	2220	wolf	United States	The researchers found that while six deceased dogs they dissected uniformly possessed this muscle, four dissected wolves either did not have it or barely did. They also found that 27 shelter dogs in the United Kingdom did the eyebrow-raise far more often and intensely when interacting with strangers than did nine WOLVES at two U.K. wildlife parks.	Wildlife info	36294	Interesting	0.421
28292	11331	pangolin	United Kingdom	Pangolin populations, for instance, have been ravaged by a surge in demand, particularly in mainland China, and are one of the most heavily trafficked mammals in the world.Last month, Hong Kong officials unveiled a record eight tonnes of PANGOLIN scales found in a container from Nigeria, as the timid animal continues to be sought after for its meat and unproven medicinal properties.	Exploitation	36292	Vulnerable	-0.361
28290	1409	wolf	United States	“We will continue to work with the public to chart the future management of this important native species.”Information and survey findings are compiled from the state, tribal, and federal wildlife specialists based on aerial surveys, remote cameras, wolf tracks, and signals from radio-collared wolves. As in past years, the annual count provides estimates of the minimum numbers of WOLVES in the state, because it is not possible to count every wolf.	Conservation	36290	Important	0.202
28289	5394	shark	Philippines	Photo courtesy of Darrell BlatchleySeveral pieces of plastic were found in the stomach of the whale shark. Photo courtesy of Darrell BlatchleySeveral pieces of plastic were found in the stomach of the whale SHARK	Pollution	36289	Victim	0.612
28287	992	elephant	India	Adults are usually carriers of the disease.Experts said there are seven sub-types of EEHV and of these, four are commonly found among Asian ELEPHANTS	Health	36287	Neutral	0
28286	16102	wolf	United States	The Persecution of Predators, and Why You Should CareThe truth is, predator species like coyotes, WOLVES  bears, etc., have been discriminated against in this country for decades now — a fact that’s nothing new to ecologists, and as a result many predator populations are facing extinction.	Threats	36286	Vulnerable	0.586
28285	9584	shark	United States	Ancient SHARK s ‘scissor jaws’ recreated by researchers unravel major mysteries of 'weird' creatureFor years, a mysterious ancient scissor-toothed shark puzzled scientists with its odd-shaped jaw, causing many to wonder just how the weird creature's chompers worked.	Wildlife info	36285	Interesting	-0.521
28282	10437	tiger	India	The settling down time varies from animal to animal as some take 4-5 days to become normal.The TIGER is fed beef once a day and offered water.	Conservation	36282	Neutral	0
28280	15095	shark	United States	While the relative risk of a shark attack is believed to be very small, there are practical ways for the risk to be minimized such as staying in groups (since sharks are more likely to attack a solitary individual), avoiding being in the water during darkness or twilight hours when sharks are most active or wearing any shiny jewelry as the light reflected from it resembles the sheen of fish scales that could potentially attract sharks, the ISAF advises. See more advice on how to reduce the risks of a SHARK encounter at the Florida Museum ISAF website.	HWI	36280	Dangerous	-0.865
28279	16815	vulture	India	Bhopal, Sehore, Sheopur, Dindori, Jabalpur, Katni, Indore, Gwalior, Morena, Damoh and few other districts have higher number of vultures. In Bhopal, a VULTURE breeding centre has been set up at Kerwa dam to conserve the species of vultures.	Conservation	36279	Vulnerable	-0.793
28272	18827	vulture	United States	Helping the vulture is another value of green space. VULTURES nest on the ground, not in a tree.	Conservation	36272	Valuable	-0.347
28269	3613	vulture	India	NEW DELHI: Now it's time for the vultures to be set free. Rajabhatkhowa Vulture Conservation Breeding center will soon release the first set of VULTURES in the wild.	Conservation	36269	Exciting	-0.617
28266	13312	pangolin	United States	They cost up to $350 per kilo in Vietnamese, and are frozen alive to be traded by the ton covered with frozen fish or snakes for cover.A PANGOLIN conservation program and rehab in Vietnam cares for pangolins in an effort to conserve the species.	Conservation	36266	Vulnerable	0.681
28265	8835	shark	United States	A SHARK was about 20 yards off shore at Okaloosa Island with its head out of the water, opening its mouth as it faced a line of people on the beach.	HWI	36265	Dangerous	0
28264	8798	vulture	South Africa	Your final trek which leads you back to the Mnweni Cultural and Hiking Centre takes you along and down the Rockeries Pass to the Thonyelana River.Tip: Be sure to keep an eye out for Cape VULTURES as you make your way through this remote part of the Drakensburg Mountains.	PAs	36264	Dangerous	-0.186
28263	18038	vulture	United States	The Safari Park houses 19 of the 23 species of vultures in the world, notably including the California condor, a New World vulture which the zoo helped rescue from extinction. Visitors can learn more about these birds during VULTURE Awareness Weekend at the Safari Park, Aug. 31 to Sept. 2.	Ecotourism	36263	Important	-0.694
28260	1799	elephant	United States	(Among Asian Elephants, only males can grow tusks, and very few of them actually develop them.)About 50,000 Asian elephants remain in the wild, less than a tenth the estimated number of African ELEPHANTS	Threats	36260	Vulnerable	0.077
28259	2536	pangolin	Malaysia	The announcement came less than two weeks after a coalition of local conservation groups called on Hong Kong to do more to crack down on illegal wildlife smuggling by ending legal loopholes and lenient sentences.In a landmark report analysing seizures and convictions, conservationists said the southern Chinese financial hub played a “disproportionate” role in wildlife crime – accounting for around a fifth of all global ivory seizures and nearly half of all PANGOLINS seized in the last decade.	Exploitation	36259	Vulnerable	-0.71
28258	15000	wolf	Canada	They started to go along the creek toward Notre Dame Secondary School.COYOTE ON DRIVEWAY: I was out for a walk at about 7:30 p.m. April 6 and saw what looked like a coy WOLF (as it was larger than a coyote) on someone's driveway on Cavendish Drive between Ingersoll Drive and Malcolm Crescent in Burlington.	HWI	36258	Neutral	0.361
28257	349	wolf	United States	State seeks public’s help in spotting WOLVES ALPENA — Residents of Michigan’s Lower Peninsula have until March 15 to participate in a wolf survey being conducted by the Michigan Department of Natural Resources.	HWI	36257	Important	0.459
28256	17894	shark	United States	More than 500 different shark species roam Earth’s oceans: from zippy little cookie-cutter sharks, to the iconic great white, to nightmarish goblin SHARKS  to 25-foot-long, filter-feeding basking sharks.	Wildlife info	36256	Interesting	0.625
28254	14803	deer	United States	“We’re not only looking at how deer move and interact with their environment, but also how different management strategies impact the spread of disease and how to predict where it may ‘spark up.’”Identifying the portion of the deer population most likely to make long-distance movements helps wildlife managers determine where best to focus management efforts. These data give important insight into how DEER move in and around human development and how that activity affects CWD transmission.	Health	36254	Important	0.929
28252	12241	deer	Canada	ISLE ROYALE NATIONAL PARK, MI — MOOSE are dying in a mud pit left behind by falling water levels on an Isle Royale lake.	Climate Change	36252	Victim	-0.153
28249	17209	deer	Canada	THUNDER BAY — The Ministry of Natural Resources and Forestry is monitoring the spread of Chronic Wasting Disease in jurisdictions neighbouring Ontario amid signs that CWD is expanding in the DEER population.	Health	36249	Victim	-0.052
28248	12376	pangolin	Nigeria	A total measure of 14833 metric tonnes, worth about $900,000,000 was seized in 2018.This report was presented by the Assistant Comptroller Mutalib, a guest speaker at the just concluded Pangolin Commemoration Day, tagged PANGOLINS and Politics.	Ecotourism	36248	Victim	0.226
28245	3249	pangolin	United States	Last week, we reported that the Sumatran rhino is now officially extinct from the wild.Hence, Perhilitan is doing their level best to prevent the same outcome for the PANGOLINS  Malayan tigers and the banteng, which are categorised as critically endangered species.	Conservation	36245	Vulnerable	0.649
28243	13461	vulture	India	In the late 1990s, when the population of the vultures in the country had begun to decline sharply, one White-backed vulture was rescued from Keoladeo National Park in Rajasthan, where vultures were dying at an alarming rate.To study the cause of deaths of vultures, a VULTURE Care Centre (VCC) was set up at Pinjore, Haryana.	Conservation	36243	Victim	-0.798
28242	14486	shark	United States	7. Most SHARK attacks in the U.S. take place in Florida – specifically Volusia County, which includes Daytona Beach in the east-central part of the state.	HWI	36242	Dangerous	-0.49
28241	15910	pangolin	Germany	However, the creature wasn't a monster or a dinosaur, but rather a pangolin. And although most people have never heard of this armadillolike mammal, the Indian PANGOLIN is currently the world's most-trafficked animal, according to the World Wildlife Fund (WWF).	Exploitation	36241	Victim	0
28240	16565	pangolin	Philippines	9417, or the Wildlife Resources Conservation and Protection Act, Fontanilla explained how difficult it is to uphold this law. As in the case of the Palawan PANGOLINS  agents of the Department of Environment and Natural Resources (DENR) used to rely purely on morphology, or a specimen’s appearance, to determine species in their custody.	Conservation	36240	Victim	0
28238	14097	pangolin	Cambodia	Singapore is creating a vast ecotourism zone in a bid to bring in more visitors, but environmentalists fear the development will damage natural habitats and are already blaming it for a series of animal deaths.While it may be best known as a financial hub with scores of high-rise buildings, tropical Singapore is still home to patches of rainforest and an array of wildlife, from monkeys to PANGOLINS – also known as scaly anteaters.	Threats	36238	Vulnerable	-0.502
28237	2717	pangolin	China	Pangolin set free after rescueKUNMING, May 31 (Xinhua) -- A pangolin was set free back to the wild in a nature reserve after being rescued in southwest China's Yunnan Province, local authorities said.Police in Mengla County in Xishuangbanna Dai Autonomous Prefecture rushed to the rescue after receiving a report on May 21 that a PANGOLIN was found in a refrigerator at Guanlei Port, according to the public security bureau of natural resources in the prefecture.	Conservation	36237	Victim	0.949
28235	16484	pangolin	United States	“NParks worked closely with the Raffles’ Banded Langur Working Group to situate the rope bridges where langurs have been observed to habitually cross,” it said. “Small mammals such as PANGOLINS and porcupine also move across the road safely through culverts.”In addition, Old Upper Thomson Road has been reduced from a dual lane to a single lane road, said NParks.	Conservation	36235	Important	0.494
28231	9625	wolf	United States	Thousands of palaeoburrows have been documented, with an unknown number waiting to be found.3 WOLVES Changing RiversWolves have been predators across the Northern Hemisphere since time immemorial, until humans started to hunt them because they threatened their farm animals.	Wildlife info	36231	Neutral	-0.402
28230	382	pangolin	India	Baripada (Odisha) [India], Oct 22 (ANI): Odisha forest division officials on Monday conducted raids and arrested six persons who were in possession of PANGOLIN scales.	Exploitation	36230	Victim	-0.477
28229	8183	deer	United States	MDHHS still recommends not eating the kidneys or liver from any deer because many chemicals can accumulate in these organs.The investigation and study is believed to be the first of its kind since very littlescientific information exists on WHITE-TAILED DEER and PFAS chemicals.	Health	36229	Dangerous	0.649
28228	6688	tiger	India	On March 22, 2017, a Dehradun forest division team found meat, bones and a leopard skin near Motichur range of Rajaji Tiger Reserve.The Dehradun-based Wildlife Institute if India (WII) later found that the meat and bones were of two TIGERS and two leopards.	HWI	36228	Victim	0
28227	11441	vulture	United States	Fish and Wildlife Service, to issue depredation permits to livestock farmers authorizing the taking of black vultures otherwise prohibited by law to preventdamage to livestock during calving and lambing season. The bill also requires any farmers who take black VULTURES under the state or regionwide depredation permit to report to the appropriate enforcement agencies the takings of black vultures.	Conservation	36227	Important	-0.767
28225	11969	pangolin	India	Pangolin scales seized; three heldPress Trust of India |ALSO READSingapore in second major pangolin seizure in a weekHong Kong seizes record eight tonnes of pangolin scalesWildlife group: Malaysia seizes record 30-ton PANGOLIN haulSindh: Pangolins on verge of extinction owing to surging Chinese demandPolice arrest two men, seize endangered pangolin worth Rs 40 lakhPolice have seized Pangolin scales, estimated to worth Rs 24 lakh, from three persons in Thane district of Maharashtra, an officer said Wednesday.	Exploitation	36225	Vulnerable	0.572
28221	13784	vulture	Saudi Arabia	There is a small breeding colony near Riyadh. This gathering of Eurasian Griffon VULTURE is easily the largest group I have seen together since I have been in Saudi Arabia with the previous largest group being thirteen.	HWI	36221	Exciting	-0.325
28216	7940	tiger	India	With the tiger population constantly on the rise at the reserve the setting up of a dedicated force like this was needed. The STPF will indeed be of great help in conserving the population of 250 TIGERS at the reserve,” CTR Director Rahul said.	PAs	36216	Important	0.906
28211	2686	deer	United States	But a flood of new information by researchers gathered using tracking collars on mule deer and antelope began to formalize the exact movements of migrating wildlife.The information shows that MULE DEER  for example, will follow roughly the same path over 150 or even 250 miles every year, taking advantage of what Matt Kauffman, leader of the Wyoming Cooperative Fish and Wildlife Unit, calls the green wave.	Wildlife info	36211	Important	0.361
28206	6482	pangolin	United States	A decision is expected later this month in Johannesburg, South Africa.Conservation groups also have submitted a technical science and trade petition to Fish and Wildlife requesting that all species of PANGOLINS be listed as endangered under the U.S.	Conservation	36206	Vulnerable	0
28202	12281	deer	United States	It offers peace and calmness and relaxation which promotes the healing process.People can donate hunted and gathered foods to the inpatient program at ANMC, butA few examples of accepted donations include most wild game meat, including moose, caribou, DEER  sheep and beaver, but they must be whole, quartered, or roasts and cannot be ground; most fish and seafood, with or without heads, so long as it iscanned or vacuum-sealed; and most plants and berries that are whole, fresh or frozen.	HWI	36202	Valuable	0.859
28201	8581	vulture	Cambodia	Themed “Together for Bird Conservation,” the event boasts an array of exciting activities ranging from engaging activities like entertaining performances, interactive games, and photography and art competitions to educational activities such as workshops and informational seminars.While Cambodia is known for its rich biodiversity and natural resources, the Kingdom is also home to various critically endangered bird species such as the giant ibis, White-shouldered ibis, red-headed vulture, white-rumped VULTURE  slender-billed vulture, Bengal florican and so on.	Ecotourism	36201	Important	0.748
28194	11416	wolf	United States	By the 1980s, only a few small pockets of survivors remained in the continental United States.Over the past thirty years, WOLF recovery in America has had some great successes, from the reintroduction of wolves in the northern Rocky Mountains to the revitalization of populations in the western Great Lakes states.	Conservation	36194	Resilient	0.939
28192	3844	deer	United States	We can use the radio collar to tell when the moose dies, then we locate the animal and collect information about how that moose died.This radio collar research combined with moose hunt data will help identify the biggest causes of Idaho MOOSE decline and dictate actions to protect the moose populations.	Wildlife info	36192	Vulnerable	0.649
28191	6689	vulture	United Kingdom	Is it just flat water paddling or do you indulge in other areas?Flat water touring is amazing, especially when you bump into a pod of dolphins or catch a glimpse of an Egyptian VULTURE migrating across the straights from Africa.	HWI	36191	Aesthetic	0.017
28190	6240	wolf	Canada	The sun is already setting as we head out on a quad toward the mouth of Sundance Creek, rumbling down a rocky path. Billy Beardy leads the way, a hunting rifle resting next to his rubber boot in case of trouble with WOLVES  black bears or, on the off chance, a polar bear.	Ecotourism	36190	Dangerous	-0.178
28181	19061	wolf	United States	This number illustrates a major recovery since wolves were classified as “threatened” in 1999. Then, there were only about 205 WOLVES in the state.	Wildlife info	36181	Vulnerable	-0.402
28177	3039	vulture	United States	The number of vultures is increasing every year and they will try to come back if they are left alone,” he said.“Other harassment methods that residents can use are air horns, lasers, yelling, human activity, letting their dogs chase them, and habitat modifications to prevent roosting or loafing spots for the vultures.”Elliott concluded saying that despite efforts to relocate the VULTURES  they may return in the future and continued efforts will be necessary to keep the birds at bay.	Threats	36177	Nuisance	-0.857
28172	9603	shark	United States	TRURO – SHARK sightings have closed two Cape Cod beaches today.	HWI	36172	Dangerous	0
28171	4135	saola	United Kingdom	It is also feared to allow hunters easier access to the previously untouched forest of the saola, making them even more vulnerable. With SAOLA being critically endangered, their small, dispersed population means that genetic inbreeding, loss of heterozygosity, skewed sex ratios and the difficult of male and females to find each other to mate means that the threat to the survival of the saola is growing.	Exploitation	36171	Vulnerable	-0.802
28169	19187	shark	Israel	She sustained chest injuries and was said to be in a serious but stable condition, after suffering a crush from being hit by a whale's tail, a spokesperson said.Other reports said the 29-year-old was struck by a whale SHARK  the world's largest fish which can reach a length of 15 meters.	HWI	36169	Dangerous	-0.696
28167	9592	shark	United States	“The Edestus is a little bit older in time than the buzzsaw shark, but they are part of a bigger family of weird, ancient sharks that all have tooth blades on a spiral in the middle of their mouth,” Leif Tapanila, Idaho State University geosciences professor and director of the Idaho Museum of Natural History, explained in a recent news release. “Edestus, instead of having the full spiral, has a blade in the upper jaw and a blade in the lower jaw.”GREAT WHITE SHARK KILLS DOLPHIN, LOSES MEAL TO EVEN BIGGER SHARKThe unique curve of the shark's teeth allowed the SHARK to easily slice open its prey.	Wildlife info	36167	Interesting	-0.856
28165	4124	saola	United Kingdom	Image Credit: Silviculture on WIkipedia What is a saola? The so-called  ASIAN UNICORN  fails to exist in captivity and is already critically endangered, having been only spotted on four occasions by scientists in the wild.	HWI	36165	Vulnerable	-0.052
28164	8334	shark	United Kingdom	An Australian man has been hailed a hero after repeatedly punching a SHARK until it released his wife's leg.	HWI	36164	Dangerous	0.67
28160	18925	wolf	United States	Three of the wolves have died, the most recent on Sept. 15. Another WOLF left the island for mainland Ontario on an ice bridge in January.	HWI	36160	Vulnerable	-0.557
28158	18667	wolf	United States	They support a more proactive preventive approach which is possible under state management rules. Hunters, in particular deer hunters, also stressed the need for a statewide comprehensive wildlife management plan that includes state management of the WOLF	Threats	36158	Vulnerable	0.659
28157	5209	deer	United States	Whitetail harvest at Darby was 71, the highest since 2015, and the mule deer harvest of 35 is up from the past five years.The Bonner hunter check station leads in white-tailed DEER harvest with 318 checked so far, which is up from last year, but a bit below the five-year average.	Exploitation	36157	Neutral	0
28156	11827	vulture	United States	Dirlene Silva, a spokesperson from Semma, told Brazilian media that they found the whale because it caught the attention of scavenger birds.“The VULTURES were spotted circling above the carcass, which was found hidden in the bush some distance from the sea, Silva said, according to The Mirror.	HWI	36156	Important	-0.465
28155	4146	saola	United Kingdom	Vu Quang Nature Reserve’s management, where the saola was first discovered, has also improved over the last few years. A Population Viability Analysis conducted by the Saola Working Group in November 2015 indicate that 'even if all hunting threats could be achieved', we will be saying goodbye to the SAOLA in the next 10 to 15 years.	Exploitation	36155	Vulnerable	0.077
28154	10561	vulture	Bangladesh	But who will remove the dead animals in the forests and jungles? he said, adding that this responsibility is carried out by VULTURES to keep the environment clean as well as to maintain biodiversity.	Threats	36154	Valuable	-0.7
28152	9794	deer	United States	The point is that deer are naturally urinating exponentially more urine in the general area already versus a hunter using 1 or 2 oz of urine that lasts a few hours to attract deer closer to his hunting location. Even with DEER lure, you still have to be in a good spot where deer already exist.	Health	36152	Valuable	0.66
28150	5108	wolf	United States	SALEM, Ore. (AP) A federal proposal to take the gray WOLF off the endangered species list has divided states in the West, and has even exposed conflicting views among top officials in Oregon.	Conservation	36150	Controversial	-0.296
28149	16249	vulture	Nigeria	Aminu-Kano said that during a visit to the abattoir, butchers were trained on how hostilities of setting traps and poisoning the birds (vultures), to harvest them, was depleting the population.The NCF boss in his IVAD report of activities held between Sept. 3 and Sept 4 in Sokoto, said that the project targeted conservation of the Egyptian VULTURES	HWI	36149	Vulnerable	-0.905
28148	4143	saola	United Kingdom	The Saola Working Group strives to conserve the saola, using the rare creature as a flagship for the conservation of the Annamite Mountains’ diverse animals as a whole. WWF has also been involved in the protection of the critically endangered species, by 'strengthening and establishing protected areas' for the SAOLA	PAs	36148	Valuable	0.758
28146	3398	shark	Australia	Stingray caught in swimming enclosure at Mosman’s Clifton GardensFirst it was a SHARK joining swimmers in a Sydney ocean pool earlier this year, and now a 200kg stingray has ended up in a popular swimming enclosure.	HWI	36146	Nuisance	0.421
28145	657	deer	United States	Osborne agrees that “the Arctic is greening”. But she adds that studies of animal populations actually suggest that, “warmer temperatures also increase the prevalence of viruses and disease, so we’re seeing a lot more caribou and rei DEER becoming more sickly as a result of this warming climate… it is just not an environment that is suited to thrive at these warmer temperatures.” Natali also says that many areas are experiencing “Tundra browning”: the higher temperatures lead surface water to evaporate into the atmosphere, causing plants to die off.	Climate Change	36145	Vulnerable	0.542
28144	12454	shark	United States	Without the dinosaurs and many other species and predators, food chains were rearranged and some species that were once less abundant had the opportunity to thrive like never before.Researchers from Uppsala University in Sweden and the University of New England in Australia examined hundreds of fossilized shark teeth and found that SHARK diversity underwent a major change likely triggered by the mass extinction event that killed the dinosaurs.	Wildlife info	36144	Neutral	-0.052
28140	816	elephant	South Africa	It says there’s no evidence that funds raised by Southern African states that were granted exemptions from the ban on a one-off basis translated into improved food security, education or well-being for people.The authors say ELEPHANT range countries like Botswana should focus their developmental efforts in other areas, such as reforming trade and agricultural policies, rather than trying to benefit local communities with the proceeds of ivory sales and hunting.	Conservation	36140	Controversial	0.735
28133	991	elephant	India	BAREILLY: After cases of elephant endotheliotropic herpesvirus(EEHV) were detected in southern India, the Indian Veterinary Research Institute( IVRI) here has launched a study to check if the virus is present among pachyderms, both in the wild and in captivity, in northern India.The EEHV is a fatal haemorrhagic disease and is highly dangerous for ELEPHANT calves as they can die within 24 hours of getting infected.	Health	36133	Vulnerable	-0.926
28130	8666	tiger	India	Infighting kills subadult TIGER near Corbett- Sunday | 20th January, 2019Chardham yatra not to start till Jun 30- Tuesday | 9th June, 2020Nainital: An 18-month-old tiger was found dead near Corbett Tiger Reserve (CTR) on Sunday.	HWI	36130	Victim	-0.832
28119	14239	shark	South Africa	The programme have not detected the sharks either.The SHARK cage diving eco-tourism operators, who would normally witness multiple individual sharks visiting their vessels, and up to 30 seal predations daily, have not had a single white shark sighting at Seal Island in 2019.	Ecotourism	36119	Neutral	0.077
28115	998	elephant	India	The disease can be fatal for an adult elephant infected with EEHV only if the panchyderm is under stress. In most cases, a calf catches the virus from adults after coming in close contact with them.”Scientists said the disease can be treated with anti-viral drugs, depending on severity of stress in an ELEPHANT	Health	36115	Vulnerable	-0.906
28114	14090	wolf	United States	NewsTrump Administration moves to de-list gray wolfMarch 6, 2019 By Mark Dorenkamp Filed Under: Livestock, NewsPresident Trump has followed the previous twoAdministrations by taking steps to remove the gray WOLF from the EndangeredSpecies List.	Conservation	36114	Controversial	0
28102	4148	saola	United Kingdom	Lead Image Credit: Silviculture on WIkipediaWhat is being done? The Saola Working Group strives to conserve the SAOLA  using the rare creature as a flagship for the conservation of the Annamite Mountains’ diverse animals as a whole.	Conservation	36102	Important	0.459
28094	19045	wolf	United States	That means the canines were found east of Highway 89, and north of Highway 191 and the Hoback River corridor. The opposite sides of both highways this time of year fall within Wyoming’s “predator zone,” where WOLVES can be killed without limit and by any means.	Exploitation	36094	Vulnerable	-0.67
28091	19173	pangolin	Malaysia	Meanwhile, Chan reiterated his commitment to the cause at the World Pangolin Day gala dinner at Hilton Kota Kinabalu on Saturday (Feb 16).We have to condemn the poaching of PANGOLINS with one, single, united voice.	Exploitation	36091	Valuable	0.421
28088	2740	vulture	India	The incident happened at Bam Rajabari village, where 20 vultures died of carcass-poisoning in April last year.“Most of the 37 VULTURES that died are Himalayan griffon.	Health	36088	Victim	-0.911
28086	15068	wolf	United States	NESPELEM, Wash. — Two new wolf packs were recently confirmed within the Colville Indian Reservation, according to officials with Colville Confederated Tribes Fish and Wildlife.Collar data showed biologists that the alpha male from a WOLF pack known as the Strawberry Pack dispersed and formed a new home range.	Conservation	36086	Resilient	0
28084	12831	elephant	India	The authors estimate that the disappearance of African forest elephants would result in a loss of as much as 7% of the carbon stocks in Central African forests, which they valued at around US$43 billion, based on a conservative carbon stock price. In short, forest ELEPHANTS are our allies in the fight against climate change and their existence saves us tens of billions of dollars in climate responses.	Wildlife info	36084	Valuable	-0.25
28080	16974	shark	India	- World News | Antony Sguazzin, Bloomberg | Saturday September 21, 2019Africa's tallest building is set to open next month as its developers seek to cash in on security fears and traffic jams by building a high-rise residential and retail complex in the heart of Johannesburg's financial district.- World News | Antony Sguazzin, Bloomberg | Thursday August 29, 2019Great white SHARKS  which support South Africa's shark-diving industry and have been responsible for a number of fatal attacks off Cape Town, haven't been seen in the region for 18 months.	HWI	36080	Controversial	-0.361
28078	16919	tiger	India	In AP the number stands at 48. On the occasion of Internationa TIGER ay let us escalate our efforts to conserve and create a propitious ecosystem for our National animal, tweeted Reddy.	Conservation	36078	Valuable	0.34
28075	12452	shark	United States	A single great white shark can lose thousands of teeth in its lifetime thanks to the several rows of teeth located within its jaws.Fossilized shark teeth are somewhat abundant, and it’s through these that researchers can gain a better understanding of how the end-Cretaceous mass extinction event impacted SHARK diversity.	Wildlife info	36075	Interesting	0.891
28074	5012	deer	United States	These hunts offer large tracts of land with an abundance of game and low hunting pressure. All DEER hunts allow you to take only mature bucks with at least one antler having four or more points, 1 inch or longer.	Exploitation	36074	Aesthetic	0.103
28073	12412	elephant	United Kingdom	Researchers also believe elephant tusk size is on the decline. ELEPHANTS are now considered to be evolving smaller tusks, due to so many of the large-tusked species being hunted and therefore removed from the gene pool.	Exploitation	36073	Interesting	0
28072	8188	wolf	United States	Dogs differ from wolves in many ways, from having shorter snouts, smaller sizes and more expressive faces. And unlike WOLVES  dogs heavily rely on human eye contact, whether to know when someone's talking to them or when they can't solve a problem, like hopping a fence or getting out the door.	Wildlife info	36072	Other Portrayal	0.488
28071	12785	shark	United States	— A man swimming off Cape Cod was attacked by a shark on Wednesday and was airlifted to a hospital. It was the first SHARK attack on a human at the popular summer tourist destination since 2012.	HWI	36071	Dangerous	-0.511
28066	11974	saola	Indonesia	This means the tamaraw is now in the enviable position of having the best chance of long-term survival of the three wild cattle species deemed critically endangered, according to James Burton, chair of the IUCN Species Survival Commission Asian Wild Cattle Specialist Group.The two other species are the kouprey (Bos sauveli), native to the Southeast Asian mainland and considered possibly extinct, not having been seen in more than 30 years; and the SAOLA (Pseudoryx nghetinhensis), the most recently discovered large land mammal on Earth, found only in Vietnam and Laos, and among the most threatened.	Wildlife info	36066	Vulnerable	0.442
28064	5089	wolf	United States	The wolves scare cattle, even affecting their eating and breeding cycles, he said.A study co-authored by Erik Olson, Northland College assistant professor of natural resources, suggests the changing status has led to inconsistent management, declining public support for WOLVES — and possibly more illegal killings.	HWI	36064	Controversial	-0.826
28061	19208	wolf	United Kingdom	Related objectives were preventing wolves from injuring dogs and reassuring local populations. These objectives, argued the Agency, would help increase ‘social tolerance’ of WOLVES among the local human populations and, as a result, reduce illegal hunting.	Exploitation	36061	Dangerous	0.402
28059	18676	wolf	United States	For many years, both Minnesota and the federal government have agreed that wolf numbers far exceed the ESA recovery goals for delisting the wolves in Minnesota, Wisconsin and Michigan. Skepticism also was voiced about the ability of individual states to properly manage the WOLVES	Conservation	36059	Controversial	0.34
28056	4390	tiger	China	Wild Tiger Foundation acts as an influencer and an enabler. India had around 100,000 TIGERS in the mid-19th century.	Wildlife info	36056	Vulnerable	0
28055	18937	wolf	United States	The carcass of the wolf was sent to the National Wildlife Health Center in Madison, Wis., where they performed a necropsy. The lab determined the WOLF died of pneumonia, but the Park Service doesn’t know how the wolf contracted the illness.	Health	36055	Victim	-0.631
28053	7249	pangolin	Nigeria	“You know pangolins eat ants. If they stop, ants will be everywhere, ants will over run us.”Traffic, an organisation that tracks illegal animal trade, said Nigeria is presently responsible for ¾ of all PANGOLIN scales supplied to Asia.	Wildlife info	36053	Important	-0.542
28052	6538	vulture	United States	She was one of two members of the zoo's roving peafowl to succumb to hail injuries. A peacock, Snoop, also was killed, as was a rare VULTURE named Motswari and a Muscovy duck, Daisy.	Exploitation	36052	Victim	-0.837
28051	2616	vulture	United States	INA, Ill. — Black VULTURES  conformation and ticks are among the topics at the Southern Illinois Beef Conference Aug. 14 in the Applied Science Center at Rend Lake College in Ina.	Health	36051	Interesting	-0.703
28050	2738	vulture	India	At least 37 vultures belonging to three endangered species died in eastern Assam’s Sivasagar district on Friday evening after feeding on pesticide-laced cattle carcass.Forest officials and a wildlife rescue team from the Vulture Conservation Breeding Centre (VCBC) rescued an equal number of VULTURES in a critical condition.	Health	36050	Vulnerable	-0.78
28049	18457	pangolin	China	“The challenge was to introduce people to this species but also deliver the realisation that it could be gone in a few years if things don’t change,” says Bromley.At the heart of the story is the relationship between South African conservationist Maria Diekmann and Honey Bun, a PANGOLIN she rescued as a baby.	Exploitation	36049	Valuable	0.593
28047	12047	pangolin	Zimbabwe	Spiwe Makarichi represented the case.In another case a Harare security guard is in serious trouble after he was allegedly caught selling three PANGOLIN scales in Guruve.	Exploitation	36047	Victim	-0.153
28046	7947	deer	United States	In 2016, the zoo launched the Urban Wildlife Information Network (UWIN) which has expanded this urban wildlife monitoring effort to 21 cities across North America, enabling scientists to compare city-dwelling creatures and their behaviors to help build wildlife-friendly cities and mitigate human-wildlife conflict.“A red fox is a rare sight to see in Chicago but they serve as a reminder we are constantly surrounded by wildlife,” said Urban Wildlife Institute director Seth Magle, Ph.D. “Chicago is an amazing city that is home to little brown bats, flying squirrels, white-tailed DEER  mink, beaver, and of course, rat.	HWI	36046	Important	0.807
28045	11700	shark	United Kingdom	A surfer who was killed by a SHARK after entering a banned area of water has been pictured for the first time.	HWI	36045	Dangerous	-0.818
